City,Date,Wkday,Outlook,TempH,TempL
阜康,2017/1/27,4,晴,-13,-21
阜康,2017/1/28,5,多云,-13,-19
阜康,2017/1/29,6,多云转晴,-10,-18
阜康,2017/1/30,0,晴转多云,-10,-17
阜康,2017/1/31,1,多云,-10,-15
阜康,2017/2/1,2,多云,-7,-12
宝山,2017/1/26,3,晴转多云,13,3
宝山,2017/1/27,4,多云,10,5
宝山,2017/1/28,5,多云转阴,14,6
宝山,2017/1/29,6,小雨,16,3
宝山,2017/1/30,0,多云,6,1
宝山,2017/1/31,1,多云,8,4
宝山,2017/2/1,2,阴,10,6
项城,2017/1/26,3,晴转多云,15,2
项城,2017/1/27,4,晴转多云,10,0
项城,2017/1/28,5,小雨,5,1
项城,2017/1/29,6,小雪,4,-4
项城,2017/1/30,0,阴转多云,2,-4
项城,2017/1/31,1,雨夹雪,3,-3
项城,2017/2/1,2,阴,5,-1
海晏,2017/1/26,3,雷阵雨转多云,19,
海晏,2017/1/27,4,多云转晴,20,
海晏,2017/1/28,5,多云转阴,24,
海晏,2017/1/29,6,阵雨转多云,18,
海晏,2017/1/30,0,多云转晴,25,
海晏,2017/1/31,1,多云,25,
海晏,2017/2/1,2,阵雨,23,
牡丹江,2017/1/26,3,阵雪转多云,-2,-14
牡丹江,2017/1/27,4,多云转晴,-9,-19
牡丹江,2017/1/28,5,多云转小雪,-6,-16
牡丹江,2017/1/29,6,小雪转多云,-7,-22
牡丹江,2017/1/30,0,晴,-11,-22
牡丹江,2017/1/31,1,晴,-10,-22
牡丹江,2017/2/1,2,晴,-10,-22
大余,2017/1/26,3,晴,20,4
大余,2017/1/27,4,晴,22,6
大余,2017/1/28,5,多云,24,8
大余,2017/1/29,6,小雨,23,10
大余,2017/1/30,0,小雨,19,6
大余,2017/1/31,1,多云,15,8
大余,2017/2/1,2,多云,15,8
五华,2017/1/26,3,晴,21,11
五华,2017/1/27,4,晴,23,11
五华,2017/1/28,5,阵雨转小雨,22,13
五华,2017/1/29,6,小雨,20,12
五华,2017/1/30,0,小雨转多云,19,11
五华,2017/1/31,1,晴,20,8
五华,2017/2/1,2,晴,21,9
蕲春,2017/1/26,3,晴转多云,15,3
蕲春,2017/1/27,4,多云,14,5
蕲春,2017/1/28,5,多云,17,6
蕲春,2017/1/29,6,小雨,7,3
蕲春,2017/1/30,0,多云,5,3
蕲春,2017/1/31,1,小雨,7,0
蕲春,2017/2/1,2,小雨,7,0
狮泉河,2017/1/26,3,小雪,2,-9
狮泉河,2017/1/27,4,小雪,0,-15
狮泉河,2017/1/28,5,阵雪,0,-14
狮泉河,2017/1/29,6,雨夹雪转小雪,1,-13
狮泉河,2017/1/30,0,雨夹雪转晴,1,-15
狮泉河,2017/1/31,1,晴转多云,-1,-17
狮泉河,2017/2/1,2,晴转多云,-1,-22
磐安,2017/1/26,3,晴转多云,14,1
磐安,2017/1/27,4,多云,13,2
磐安,2017/1/28,5,多云,16,7
磐安,2017/1/29,6,小雨,16,1
磐安,2017/1/30,0,阴,9,-1
磐安,2017/1/31,1,阴转多云,9,1
磐安,2017/2/1,2,多云转阴,12,2
长汀,2017/1/26,3,晴,17,4
长汀,2017/1/27,4,晴,18,5
长汀,2017/1/28,5,多云转小雨,22,7
长汀,2017/1/29,6,小雨,19,12
长汀,2017/1/30,0,阴,13,8
长汀,2017/1/31,1,多云转晴,16,6
长汀,2017/2/1,2,晴,21,7
安塞,2017/1/26,3,多云转晴,5,-13
安塞,2017/1/27,4,多云,5,-6
安塞,2017/1/28,5,晴转阴,5,-15
安塞,2017/1/29,6,阴,0,-11
安塞,2017/1/30,0,多云,1,-9
安塞,2017/1/31,1,晴转多云,4,-10
安塞,2017/2/1,2,小雨,5,-9
华池,2017/1/26,3,多云转晴,5,-12
华池,2017/1/27,4,多云转阴,5,-12
华池,2017/1/28,5,阴,2,-11
华池,2017/1/29,6,多云,0,-15
华池,2017/1/30,0,阴,-2,-13
华池,2017/1/31,1,多云,1,-12
华池,2017/2/1,2,多云,3,-10
平谷,2017/1/26,3,晴,8,-9
平谷,2017/1/27,4,晴转多云,4,-9
平谷,2017/1/28,5,阴,4,-6
平谷,2017/1/29,6,多云,0,-11
平谷,2017/1/30,0,晴,1,-10
平谷,2017/1/31,1,多云,2,-8
平谷,2017/2/1,2,多云转晴,4,-8
宜川,2017/1/26,3,多云转晴,6,-8
宜川,2017/1/27,4,多云,6,-3
宜川,2017/1/28,5,多云转阴,7,-10
宜川,2017/1/29,6,阴,0,-10
宜川,2017/1/30,0,阴转多云,2,-9
宜川,2017/1/31,1,多云转晴,5,-8
宜川,2017/2/1,2,多云,5,-8
南靖,2017/1/26,3,多云,21,10
南靖,2017/1/27,4,多云,22,10
南靖,2017/1/28,5,多云转阴,23,12
南靖,2017/1/29,6,阴转小雨,24,14
南靖,2017/1/30,0,小雨转多云,21,11
南靖,2017/1/31,1,晴,20,10
南靖,2017/2/1,2,晴,23,13
阳泉,2017/1/26,3,晴,7,-9
阳泉,2017/1/27,4,晴转阴,4,-8
阳泉,2017/1/28,5,多云,6,-8
阳泉,2017/1/29,6,阴转多云,-2,-12
阳泉,2017/1/30,0,多云转晴,0,-9
阳泉,2017/1/31,1,晴,4,-7
阳泉,2017/2/1,2,晴,5,-6
开化,2017/1/26,3,多云转晴,15,2
开化,2017/1/27,4,多云转晴,16,3
开化,2017/1/28,5,晴转多云,17,7
开化,2017/1/29,6,多云转小雨,16,4
开化,2017/1/30,0,小雨转多云,11,0
开化,2017/1/31,1,多云,9,2
开化,2017/2/1,2,多云,11,4
临安,2017/1/26,3,晴,14,1
临安,2017/1/27,4,多云,12,3
临安,2017/1/28,5,多云,16,6
临安,2017/1/29,6,多云转小雨,17,1
临安,2017/1/30,0,小雨转多云,5,-1
临安,2017/1/31,1,多云转阴,8,2
临安,2017/2/1,2,阴,9,3
咸丰,2017/1/26,3,多云转小雨,12,6
咸丰,2017/1/27,4,阴转小雨,9,5
咸丰,2017/1/28,5,小雨,9,5
咸丰,2017/1/29,6,小雨,7,0
咸丰,2017/1/30,0,小雨,4,0
咸丰,2017/1/31,1,小雨,8,1
咸丰,2017/2/1,2,小雨,5,-2
贞丰,2017/1/26,3,多云转阴,16,9
贞丰,2017/1/27,4,阴转多云,13,9
贞丰,2017/1/28,5,多云,19,9
贞丰,2017/1/29,6,多云转阴,19,8
贞丰,2017/1/30,0,小雨,13,6
贞丰,2017/1/31,1,阴转小雨,11,9
贞丰,2017/2/1,2,阴,15,13
神木,2017/1/26,3,晴转多云,6,-15
神木,2017/1/27,4,晴转阴,2,-8
神木,2017/1/28,5,晴转多云,3,-18
神木,2017/1/29,6,多云,-4,-14
神木,2017/1/30,0,阴转多云,-1,-10
神木,2017/1/31,1,晴转多云,0,-9
神木,2017/2/1,2,晴,1,-8
安顺,2017/1/26,3,阴转小雨,11,7
安顺,2017/1/27,4,阴,10,7
安顺,2017/1/28,5,多云转阴,13,7
安顺,2017/1/29,6,阴转小雨,10,4
安顺,2017/1/30,0,小雨,8,3
安顺,2017/1/31,1,小雨,6,4
安顺,2017/2/1,2,小雨,7,5
三都,2017/1/26,3,多云转阴,19,10
三都,2017/1/27,4,阴,17,12
三都,2017/1/28,5,多云转阴,19,11
三都,2017/1/29,6,阴,16,5
三都,2017/1/30,0,阴,13,4
三都,2017/1/31,1,阴转小雨,10,7
三都,2017/2/1,2,小雨,12,9
嫩江,2017/1/26,3,小雪转多云,-12,-25
嫩江,2017/1/27,4,晴,-12,-28
嫩江,2017/1/28,5,多云,-15,-27
嫩江,2017/1/29,6,晴,-15,-29
嫩江,2017/1/30,0,晴,-14,-27
嫩江,2017/1/31,1,晴转阵雪,-17,-20
嫩江,2017/2/1,2,阵雪转晴,-15,-27
山丹,2017/1/26,3,晴,1,-11
山丹,2017/1/27,4,多云,4,-10
山丹,2017/1/28,5,小雨转多云,-3,-12
山丹,2017/1/29,6,多云转晴,-1,-14
山丹,2017/1/30,0,多云,1,-12
山丹,2017/1/31,1,晴,2,-11
山丹,2017/2/1,2,多云,2,-11
兴海,2017/1/26,3,晴,5,-11
兴海,2017/1/27,4,晴,9,-13
兴海,2017/1/28,5,阴转小雪,4,-15
兴海,2017/1/29,6,晴,3,-11
兴海,2017/1/30,0,多云转晴,5,-14
兴海,2017/1/31,1,多云转小雪,4,-17
兴海,2017/2/1,2,多云转阴,3,-13
武功,2017/1/26,3,多云,6,-3
武功,2017/1/27,4,多云转阴,7,1
武功,2017/1/28,5,阴转雨夹雪,7,-3
武功,2017/1/29,6,雨夹雪,4,-3
武功,2017/1/30,0,雨夹雪,6,0
武功,2017/1/31,1,阴,9,1
武功,2017/2/1,2,雨夹雪,9,1
湖州,2017/1/26,3,晴转多云,14,2
湖州,2017/1/27,4,多云,10,4
湖州,2017/1/28,5,晴转多云,15,8
湖州,2017/1/29,6,晴转阴,18,1
湖州,2017/1/30,0,多云,6,0
湖州,2017/1/31,1,多云,8,1
湖州,2017/2/1,2,多云转阴,9,5
康乐,2017/1/26,3,晴转多云,3,-12
康乐,2017/1/27,4,晴转多云,7,-12
康乐,2017/1/28,5,多云转阵雪,0,-12
康乐,2017/1/29,6,晴转多云,2,-12
康乐,2017/1/30,0,多云,3,-11
康乐,2017/1/31,1,多云,4,-11
康乐,2017/2/1,2,多云,3,-12
元阳,2017/1/26,3,阴,22,15
元阳,2017/1/27,4,阴,22,14
元阳,2017/1/28,5,多云,23,13
元阳,2017/1/29,6,多云转小雨,25,15
元阳,2017/1/30,0,小雨,24,17
元阳,2017/1/31,1,小雨,23,16
元阳,2017/2/1,2,小雨转阴,23,5
峡江,2017/1/26,3,晴,15,1
峡江,2017/1/27,4,晴,17,3
峡江,2017/1/28,5,多云,21,4
峡江,2017/1/29,6,阴转小雨,20,6
峡江,2017/1/30,0,阴转多云,16,4
峡江,2017/1/31,1,多云,11,5
峡江,2017/2/1,2,多云,15,9
象州,2017/1/26,3,多云,22,12
象州,2017/1/27,4,多云,23,11
象州,2017/1/28,5,多云,23,11
象州,2017/1/29,6,阴转小雨,23,13
象州,2017/1/30,0,小雨转多云,20,9
象州,2017/1/31,1,多云,17,10
象州,2017/2/1,2,多云,18,11
白杨沟,2017/1/26,3,多云,-4,-14
白杨沟,2017/1/27,4,多云,-2,-13
白杨沟,2017/1/28,5,多云,-1,-12
白杨沟,2017/1/29,6,多云转晴,-1,-11
白杨沟,2017/1/30,0,晴转多云,0,-10
白杨沟,2017/1/31,1,阴,-5,-11
白杨沟,2017/2/1,2,多云,-2,-8
喀什,2017/1/26,3,小雪,-1,-13
喀什,2017/1/27,4,晴,-1,-15
喀什,2017/1/28,5,晴,1,-14
喀什,2017/1/29,6,晴,2,-11
喀什,2017/1/30,0,晴,1,-12
喀什,2017/1/31,1,晴,2,-13
喀什,2017/2/1,2,晴,2,-13
横县,2017/1/26,3,多云,23,13
横县,2017/1/27,4,多云转晴,22,12
横县,2017/1/28,5,晴转多云,24,14
横县,2017/1/29,6,多云,23,14
横县,2017/1/30,0,多云,20,11
横县,2017/1/31,1,多云,17,13
横县,2017/2/1,2,多云,23,15
瑞金,2017/1/26,3,晴,20,5
瑞金,2017/1/27,4,晴,23,7
瑞金,2017/1/28,5,多云,25,9
瑞金,2017/1/29,6,小雨,22,10
瑞金,2017/1/30,0,小雨,18,6
瑞金,2017/1/31,1,多云,15,8
瑞金,2017/2/1,2,多云,15,8
太康,2017/1/26,3,晴转多云,14,2
太康,2017/1/27,4,晴转多云,9,0
太康,2017/1/28,5,小雨转雨夹雪,5,1
太康,2017/1/29,6,小雪转阴,3,-3
太康,2017/1/30,0,阴转多云,2,-3
太康,2017/1/31,1,雨夹雪转阴,3,-2
太康,2017/2/1,2,阴,5,0
莱芜,2017/1/26,3,多云转晴,11,-4
莱芜,2017/1/27,4,晴转多云,4,-4
莱芜,2017/1/28,5,小雨转雨夹雪,5,-2
莱芜,2017/1/29,6,小雪转晴,2,-6
莱芜,2017/1/30,0,多云,1,-6
莱芜,2017/1/31,1,阴,2,-4
莱芜,2017/2/1,2,多云,5,-1
凤山,2017/1/26,3,多云,21,12
凤山,2017/1/27,4,多云,21,12
凤山,2017/1/28,5,多云转阴,20,12
凤山,2017/1/29,6,小雨,15,10
凤山,2017/1/30,0,小雨,13,8
凤山,2017/1/31,1,小雨,12,7
凤山,2017/2/1,2,阴,15,11
饶河,2017/1/26,3,小雪转中雪,-6,-15
饶河,2017/1/27,4,小雪转晴,-10,-19
饶河,2017/1/28,5,晴,-8,-22
饶河,2017/1/29,6,晴,-10,-25
饶河,2017/1/30,0,晴,-14,-22
饶河,2017/1/31,1,晴转阵雪,-11,-19
饶河,2017/2/1,2,多云转晴,-10,-19
济阳,2017/1/26,3,多云转晴,11,-5
济阳,2017/1/27,4,晴转多云,6,-5
济阳,2017/1/28,5,小雨转雨夹雪,4,-2
济阳,2017/1/29,6,多云转晴,-1,-11
济阳,2017/1/30,0,晴转多云,1,-8
济阳,2017/1/31,1,多云,3,-7
济阳,2017/2/1,2,晴,5,-5
房县,2017/1/26,3,多云,15,0
房县,2017/1/27,4,多云,10,2
房县,2017/1/28,5,阴转小雨,8,3
房县,2017/1/29,6,雨夹雪,4,-2
房县,2017/1/30,0,多云转雨夹雪,4,-2
房县,2017/1/31,1,雨夹雪,7,0
房县,2017/2/1,2,雨夹雪,8,1
屏山,2017/1/26,3,阴,13,9
屏山,2017/1/27,4,阴,15,9
屏山,2017/1/28,5,阴转小雨,13,9
屏山,2017/1/29,6,阴转小雨,14,7
屏山,2017/1/30,0,小雨,12,7
屏山,2017/1/31,1,阴,13,8
屏山,2017/2/1,2,阴,14,9
固阳,2017/1/26,3,晴,0,-20
固阳,2017/1/27,4,晴转多云,-1,-18
固阳,2017/1/28,5,多云,-1,-25
固阳,2017/1/29,6,晴,-11,-24
固阳,2017/1/30,0,多云,-6,-17
固阳,2017/1/31,1,晴,0,-18
固阳,2017/2/1,2,晴,-1,-15
鄱阳,2017/1/26,3,晴,13,4
鄱阳,2017/1/27,4,多云,15,6
鄱阳,2017/1/28,5,多云,19,11
鄱阳,2017/1/29,6,小雨,19,5
鄱阳,2017/1/30,0,阴,13,1
鄱阳,2017/1/31,1,多云,11,6
鄱阳,2017/2/1,2,多云,15,10
漳县,2017/1/26,3,晴,5,-8
漳县,2017/1/27,4,晴,6,-8
漳县,2017/1/28,5,多云,3,-7
漳县,2017/1/29,6,晴转多云,4,-9
漳县,2017/1/30,0,多云,6,-8
漳县,2017/1/31,1,多云,6,-7
漳县,2017/2/1,2,多云,6,-7
渭南,2017/1/26,3,多云转晴,7,-2
渭南,2017/1/27,4,多云转雨夹雪,5,1
渭南,2017/1/28,5,阴转小雪,5,-2
渭南,2017/1/29,6,阴转多云,3,-3
渭南,2017/1/30,0,多云转阴,2,-2
渭南,2017/1/31,1,阴,4,-2
渭南,2017/2/1,2,阴,5,-1
丰都,2017/1/26,3,阴,14,7
丰都,2017/1/27,4,阴,13,11
丰都,2017/1/28,5,阴转小雨,13,10
丰都,2017/1/29,6,小雨转阴,10,8
丰都,2017/1/30,0,阴转小雨,8,6
丰都,2017/1/31,1,小雨转阴,8,5
丰都,2017/2/1,2,小雨转阴,8,5
乾安,2017/1/26,3,小雪转多云,-3,-16
乾安,2017/1/27,4,晴,-5,-14
乾安,2017/1/28,5,多云,-4,-15
乾安,2017/1/29,6,小雪转多云,-8,-21
乾安,2017/1/30,0,晴,-9,-17
乾安,2017/1/31,1,晴,-6,-14
乾安,2017/2/1,2,多云,-6,-14
濮阳,2017/1/26,3,晴,12,-5
濮阳,2017/1/27,4,晴转阴,4,-3
濮阳,2017/1/28,5,小雨转多云,6,-5
濮阳,2017/1/29,6,小雪转阴,2,-6
濮阳,2017/1/30,0,多云,2,-6
濮阳,2017/1/31,1,阴,4,-5
濮阳,2017/2/1,2,阴,5,-4
务川,2017/1/26,3,阴转小雨,14,8
务川,2017/1/27,4,小雨,12,9
务川,2017/1/28,5,多云转小雨,16,10
务川,2017/1/29,6,阴转小雨,12,5
务川,2017/1/30,0,小雨,9,3
务川,2017/1/31,1,小雨,6,3
务川,2017/2/1,2,小雨,6,3
连平,2017/1/26,3,晴,20,8
连平,2017/1/27,4,晴,22,9
连平,2017/1/28,5,阵雨转小雨,22,12
连平,2017/1/29,6,小雨,20,9
连平,2017/1/30,0,多云,19,8
连平,2017/1/31,1,晴,19,8
连平,2017/2/1,2,晴,20,9
阳江,2017/1/26,3,晴,23,15
阳江,2017/1/27,4,晴,23,14
阳江,2017/1/28,5,晴转多云,24,15
阳江,2017/1/29,6,阴,25,18
阳江,2017/1/30,0,阵雨,22,13
阳江,2017/1/31,1,阴转多云,20,13
阳江,2017/2/1,2,多云,22,15
玉溪,2017/1/26,3,多云,19,6
玉溪,2017/1/27,4,阴,19,6
玉溪,2017/1/28,5,多云,19,4
玉溪,2017/1/29,6,多云转晴,19,6
玉溪,2017/1/30,0,多云转小雨,17,7
玉溪,2017/1/31,1,小雨,19,8
玉溪,2017/2/1,2,多云,18,4
乌斯太,2017/1/26,3,晴,1,-6
乌斯太,2017/1/27,4,晴,4,-4
乌斯太,2017/1/28,5,晴转多云,2,-10
乌斯太,2017/1/29,6,多云,0,-10
乌斯太,2017/1/30,0,晴,3,-7
乌斯太,2017/1/31,1,晴,7,-6
乌斯太,2017/2/1,2,小雨转小雪,5,-7
南城,2017/1/26,3,晴,16,5
南城,2017/1/27,4,晴,17,5
南城,2017/1/28,5,晴,21,8
南城,2017/1/29,6,小雨,20,6
南城,2017/1/30,0,阴转多云,14,5
南城,2017/1/31,1,多云,13,6
南城,2017/2/1,2,多云,17,10
九江,2017/1/26,3,晴,14,3
九江,2017/1/27,4,晴,13,3
九江,2017/1/28,5,晴转多云,16,5
九江,2017/1/29,6,阵雨,19,3
九江,2017/1/30,0,多云转阴,10,3
九江,2017/1/31,1,阵雨,6,1
九江,2017/2/1,2,阵雨,6,1
广丰,2017/1/26,3,晴,16,4
广丰,2017/1/27,4,多云,17,6
广丰,2017/1/28,5,多云,21,11
广丰,2017/1/29,6,小雨,16,5
广丰,2017/1/30,0,阴,14,1
广丰,2017/1/31,1,多云,11,6
广丰,2017/2/1,2,多云,15,10
新宁,2017/1/26,3,晴,17,3
新宁,2017/1/27,4,多云,15,6
新宁,2017/1/28,5,多云,18,6
新宁,2017/1/29,6,小雨,16,7
新宁,2017/1/30,0,阴,7,3
新宁,2017/1/31,1,小雨,8,3
新宁,2017/2/1,2,小雨,9,4
五台山,2017/1/26,3,多云转晴,-4,-16
五台山,2017/1/27,4,多云转阴,-5,-11
五台山,2017/1/28,5,多云转阴,-4,-19
五台山,2017/1/29,6,多云,-8,-18
五台山,2017/1/30,0,阴转多云,-8,-12
五台山,2017/1/31,1,晴,-3,-12
五台山,2017/2/1,2,晴,-7,-16
和县,2017/1/26,3,晴转多云,13,4
和县,2017/1/27,4,多云,9,4
和县,2017/1/28,5,晴转多云,14,4
和县,2017/1/29,6,小雨,14,-2
和县,2017/1/30,0,多云,6,-2
和县,2017/1/31,1,阴转多云,6,1
和县,2017/2/1,2,小雨,7,2
静乐,2017/1/26,3,多云,5,-13
静乐,2017/1/27,4,晴转阴,4,-7
静乐,2017/1/28,5,阴转晴,6,-17
静乐,2017/1/29,6,多云转阴,-3,-15
静乐,2017/1/30,0,阴转多云,3,-12
静乐,2017/1/31,1,多云转晴,3,-12
静乐,2017/2/1,2,多云,6,-9
新安,2017/1/26,3,多云转晴,10,-1
新安,2017/1/27,4,多云转阴,6,-2
新安,2017/1/28,5,雨夹雪转小雪,7,-2
新安,2017/1/29,6,小雪转阴,3,-5
新安,2017/1/30,0,多云,2,-5
新安,2017/1/31,1,小雪转阴,2,-4
新安,2017/2/1,2,多云,4,-2
开原,2017/1/26,3,大雪转多云,2,-16
开原,2017/1/27,4,晴,-4,-18
开原,2017/1/28,5,多云转小雪,0,-13
开原,2017/1/29,6,多云转晴,-7,-20
开原,2017/1/30,0,晴,-6,-17
开原,2017/1/31,1,晴,-4,-13
开原,2017/2/1,2,晴,-1,-10
江都,2017/1/26,3,多云,13,3
江都,2017/1/27,4,多云,9,1
江都,2017/1/28,5,阴,13,5
江都,2017/1/29,6,小雨转雨夹雪,14,-1
江都,2017/1/30,0,多云,8,-4
江都,2017/1/31,1,阴,5,2
江都,2017/2/1,2,阴,6,3
武城,2017/1/26,3,多云转晴,11,-6
武城,2017/1/27,4,晴转多云,4,-6
武城,2017/1/28,5,小雨转雨夹雪,2,-1
武城,2017/1/29,6,多云转晴,1,-8
武城,2017/1/30,0,晴,2,-6
武城,2017/1/31,1,多云,3,-5
武城,2017/2/1,2,多云,5,-3
顺义,2017/1/26,3,晴,9,-6
顺义,2017/1/27,4,晴转多云,5,-6
顺义,2017/1/28,5,阴,4,-4
顺义,2017/1/29,6,多云,0,-8
顺义,2017/1/30,0,晴,1,-7
顺义,2017/1/31,1,多云,2,-6
顺义,2017/2/1,2,多云转晴,4,-5
孪井滩,2017/1/26,3,晴,1,-10
孪井滩,2017/1/27,4,晴,3,-9
孪井滩,2017/1/28,5,晴转多云,0,-16
孪井滩,2017/1/29,6,多云,-2,-15
孪井滩,2017/1/30,0,晴,1,-11
孪井滩,2017/1/31,1,晴,6,-10
孪井滩,2017/2/1,2,晴转小雪,4,-9
铁岭,2017/1/26,3,大雪转多云,3,-15
铁岭,2017/1/27,4,晴,-4,-16
铁岭,2017/1/28,5,多云转小雪,0,-12
铁岭,2017/1/29,6,多云转晴,-7,-19
铁岭,2017/1/30,0,晴,-6,-16
铁岭,2017/1/31,1,晴,-4,-12
铁岭,2017/2/1,2,晴,-1,-9
伊宁,2017/1/26,3,晴,1,-14
伊宁,2017/1/27,4,晴,0,-13
伊宁,2017/1/28,5,晴,4,-12
伊宁,2017/1/29,6,晴,3,-8
伊宁,2017/1/30,0,晴,4,-8
伊宁,2017/1/31,1,小雪,0,-5
伊宁,2017/2/1,2,晴,1,-4
从江,2017/1/26,3,多云,20,10
从江,2017/1/27,4,阴,18,12
从江,2017/1/28,5,多云转阴,20,13
从江,2017/1/29,6,阴转小雨,18,6
从江,2017/1/30,0,小雨,15,5
从江,2017/1/31,1,阴转小雨,9,6
从江,2017/2/1,2,阴,11,8
于都,2017/1/26,3,晴,20,6
于都,2017/1/27,4,晴,23,9
于都,2017/1/28,5,多云,25,11
于都,2017/1/29,6,小雨,23,10
于都,2017/1/30,0,小雨,18,6
于都,2017/1/31,1,多云,15,8
于都,2017/2/1,2,多云,15,8
开县,2017/1/26,3,多云转小雨,16,6
开县,2017/1/27,4,阴,13,8
开县,2017/1/28,5,阴转小雨,13,8
开县,2017/1/29,6,小雨,11,9
开县,2017/1/30,0,阴,10,6
开县,2017/1/31,1,小雨转阴,9,5
开县,2017/2/1,2,小雨转阴,9,5
巴东,2017/1/26,3,多云转阴,15,6
巴东,2017/1/27,4,多云,12,7
巴东,2017/1/28,5,阴转小雨,11,7
巴东,2017/1/29,6,小雨,8,3
巴东,2017/1/30,0,多云转小雨,8,3
巴东,2017/1/31,1,小雨,10,5
巴东,2017/2/1,2,小雨,12,7
怀仁,2017/1/26,3,多云转晴,2,-13
怀仁,2017/1/27,4,晴,3,-12
怀仁,2017/1/28,5,晴,6,-17
怀仁,2017/1/29,6,晴,-8,-18
怀仁,2017/1/30,0,阴,-1,-11
怀仁,2017/1/31,1,小雪转晴,1,-13
怀仁,2017/2/1,2,多云,1,-13
遂宁,2017/1/26,3,阴转多云,14,7
遂宁,2017/1/27,4,多云转小雨,14,7
遂宁,2017/1/28,5,小雨,11,8
遂宁,2017/1/29,6,多云,12,6
遂宁,2017/1/30,0,阴,9,5
遂宁,2017/1/31,1,小雨转阴,9,5
遂宁,2017/2/1,2,阴,10,6
青县,2017/1/26,3,阴转多云,8,-7
青县,2017/1/27,4,晴转多云,3,-4
青县,2017/1/28,5,阴,6,-3
青县,2017/1/29,6,多云转晴,1,-10
青县,2017/1/30,0,晴转多云,2,-8
青县,2017/1/31,1,多云,4,-6
青县,2017/2/1,2,多云,5,-5
株洲,2017/1/26,3,晴,17,5
株洲,2017/1/27,4,多云,17,6
株洲,2017/1/28,5,多云,20,8
株洲,2017/1/29,6,小雨,15,4
株洲,2017/1/30,0,小雨转阴,6,3
株洲,2017/1/31,1,阴,9,5
株洲,2017/2/1,2,阴,9,5
五台县豆村,2017/1/26,3,多云转晴,5,-16
五台县豆村,2017/1/27,4,多云转阴,3,-10
五台县豆村,2017/1/28,5,多云转阴,5,-18
五台县豆村,2017/1/29,6,多云,-5,-18
五台县豆村,2017/1/30,0,阴转多云,-2,-16
五台县豆村,2017/1/31,1,晴,2,-13
五台县豆村,2017/2/1,2,晴,6,-9
新密,2017/1/26,3,晴转多云,13,-2
新密,2017/1/27,4,晴转多云,6,-1
新密,2017/1/28,5,小雨转雨夹雪,5,-1
新密,2017/1/29,6,小雪转阴,4,-5
新密,2017/1/30,0,多云转小雪,1,-4
新密,2017/1/31,1,阴,2,-3
新密,2017/2/1,2,多云,5,0
珠海,2017/1/26,3,晴,23,16
珠海,2017/1/27,4,晴,22,16
珠海,2017/1/28,5,阵雨转小雨,23,16
珠海,2017/1/29,6,小雨,22,17
珠海,2017/1/30,0,多云,21,15
珠海,2017/1/31,1,晴,20,15
珠海,2017/2/1,2,多云,21,16
库尔勒,2017/1/26,3,多云转阴,1,-7
库尔勒,2017/1/27,4,多云转阴,-1,-7
库尔勒,2017/1/28,5,多云转晴,1,-8
库尔勒,2017/1/29,6,多云,1,-9
库尔勒,2017/1/30,0,晴转多云,2,-7
库尔勒,2017/1/31,1,阴转多云,2,-8
库尔勒,2017/2/1,2,晴,1,-9
凉城,2017/1/26,3,多云,-1,-19
凉城,2017/1/27,4,晴转多云,-1,-17
凉城,2017/1/28,5,晴转多云,-2,-21
凉城,2017/1/29,6,晴转多云,-10,-26
凉城,2017/1/30,0,多云转小雪,-4,-23
凉城,2017/1/31,1,晴转多云,-7,-23
凉城,2017/2/1,2,晴转多云,-7,-23
长岛,2017/1/26,3,多云转阴,7,-4
长岛,2017/1/27,4,多云,0,-2
长岛,2017/1/28,5,多云转小雨,4,0
长岛,2017/1/29,6,多云,2,-4
长岛,2017/1/30,0,多云,-2,-3
长岛,2017/1/31,1,多云,1,-3
长岛,2017/2/1,2,多云,1,-3
盐亭,2017/1/26,3,多云,16,6
盐亭,2017/1/27,4,多云转小雨,16,6
盐亭,2017/1/28,5,小雨,12,6
盐亭,2017/1/29,6,阴,12,3
盐亭,2017/1/30,0,阴,10,4
盐亭,2017/1/31,1,小雨转阴,8,5
盐亭,2017/2/1,2,阴,11,8
丹巴,2017/1/26,3,晴,17,-1
丹巴,2017/1/27,4,晴,19,2
丹巴,2017/1/28,5,多云,17,2
丹巴,2017/1/29,6,阴转晴,14,0
丹巴,2017/1/30,0,晴转阴,14,0
丹巴,2017/1/31,1,阴,13,0
丹巴,2017/2/1,2,阴,14,1
盐源,2017/1/26,3,晴,20,1
盐源,2017/1/27,4,晴,19,1
盐源,2017/1/28,5,晴,19,-2
盐源,2017/1/29,6,多云转晴,13,-1
盐源,2017/1/30,0,多云,14,0
盐源,2017/1/31,1,多云,13,0
盐源,2017/2/1,2,晴,15,2
滕州,2017/1/26,3,多云,13,-3
滕州,2017/1/27,4,多云转阴,6,-2
滕州,2017/1/28,5,小雨,5,0
滕州,2017/1/29,6,多云转晴,5,-5
滕州,2017/1/30,0,晴转多云,3,-7
滕州,2017/1/31,1,阴转多云,2,-5
滕州,2017/2/1,2,多云,5,-2
霍尔果斯,2017/1/26,3,晴,1,-10
霍尔果斯,2017/1/27,4,晴,0,-9
霍尔果斯,2017/1/28,5,晴,4,-8
霍尔果斯,2017/1/29,6,晴,3,-5
霍尔果斯,2017/1/30,0,晴,4,-5
